Ticker,CIK
erc,1227073
cutr,1162461
onew,1772921
fmnb,709337
artna,863110
agle,1636282
nptn,1227025
gbl,1060349
mbwm,1042729
bfst,1624322
bzun,1625414
hcci,1403431
ffic,923139
free,1753706
dl,1438644
ctmx,1501989
rfi,891290
bhb,743367
hyi,1497186
spro,1701108
cplg,1707178
prof,1628808
wldn,1370450
acre,1529377
vff,1584549
rrbi,1071236
conn,1223389
dspg,915778
awh,926617
jgh,1615905
sspk,1779474
curo,1711291
mtw,61986
catn,1632275
stcb,1539850
grif,1037390
pic,1772720
sor,91847
jnce,1640455
psf,1498612
crsa,1723648
dxpe,1020710
msbi,1466026
flng,1772253
vtru,1805012
taco,1585583
spke,1606268
mofg,1412665
crai,1053706
ta,1378453
blct,1791278
gpl,1300050
pgc,1050743
fof,1375340
vrna,1657312
akts,1584754
gbli,1494904
urov,1740547
eot,1454741
gtt,1315255
oprx,1448431
glo,1350869
wsg,1771279
krmd,704440
oxfd,1586049
mpaa,918251
aspn,1145986
avdl,1012477
cvlg,928658
tufn,1757399
clfd,796505
gmhly,1438848
bkk,1181250
ke,1606757
fiv,1687081
supv,1517399
ipha,1598599
gain,1321741
ffa,1291334
soi,1697500
hrtg,1598665
gwgh,1522690
usas,1286973
itmr,1613170
ufpt,914156
sxc,1514705
vyne,1566044
asg,786035
dssi,1761940
mvt,897269
mvis,65770
afmd,1608390
nca,818851
rmg,1757932
ctrn,1318484
myc,882152
ooma,1327688
yrd,1631761
gau,1377757
ctk,1734262
mqt,887394
can,1780652
cia,24090
fbnk,1511198
ibcp,39311
gilt,897322
utmd,706698
peo,216851
fnko,1704711
lmpx,1731727
powl,80420
bwb,1341317
lndc,1005286
fct,1282850
gnty,1058867
nxtc,1661059
msb,65172
hbb,1709164
pdli,882104
mta,1722606
cnlhn,23426
cresy,1034957
mue,1071899
orbc,1361983
ffntf,1783875
sava,1069530
rcar,1016708
surf,1718108
scvx,1794717
ibex,1720420
nbh,1178839
opy,791963
dbl,1525201
nh,1566469
evm,1177161
apts,1481832
pays,1496443
prty,1592058
cspr,1598674
kio,1515940
bh,1726173
rada,761238
rcs,916183
odc,74046
grtx,1563577
leju,1596856
stg,1723935
ezpw,876523
esca,33488
nxp,883618
nwpx,1001385
ecc,1604174
imv,1734768
uxin,1729173
agrx,1261249
hesm,1789832
glog,1534126
lqdt,1235468
uihc,1401521
bry,1705873
ivc,742112
aldx,1341235
nrgx,1756908
rvi,1735184
cece,3197
bsrr,1130144
si,1312109
abus,1447028
infu,1337013
wtba,1166928
bkn,894242
gf,858706
vrs,1421182
cmcm,1597835
ccne,736772
stxs,1289340
xers,1346302
cbat,1117171
nxq,885733
gpm,1310709
bgh,1521404
caba,1759138
ntp,829365
acbi,1461755
axti,1051627
acv,1636289
jhd,1666735
wsr,1175535
psti,1158780
hear,1493761
mfm,801961
chn,845379
cswc,17313
camp,730255
idt,1005731
tsi,809559
wti,1288403
hafc,1109242
tgb,878518
pfis,1056943
gray,1534133
nnbr,918541
mhi,1223026
edn,1395213
ncna,1709626
lmnr,1342423
avxl,1314052
fisi,862831
gnus,1355848
cmpi,1651431
mav,1258943
rfl,1713863
aaoi,1158114
ebtc,1018399
wilc,1030997
mulg,1629665
itic,720858
tuwoy,1145678
veri,1615165
bgt,1287480
cznc,810958
oac,1773751
mtcr,1634379
dnn,1063259
tdw,98222
ftf,1233087
thm,1134115
cps,1320461
metx,1796514
emf,809708
rlgt,1171155
irmd,1325618
aspu,1487198
raca,1811764
mcb,1476034
vlgea,103595
fdus,1513363
cala,1496671
tell,61398
prtk,1178711
ffmgf,1641229
atax,1059142
fthm,1753162
mov,72573
phd,1305767
jynt,1612630
ufi,100726
duc,894239
tmq,1543418
altg,1759824
cinr,1575051
wprt,1370416
atro,8063
cdxc,1386570
dmb,1565381
glre,1385613
ccrn,1141103
mogu,1743971
gdo,1472341
omp,1652133
nuw,1450445
latn,1766146
fgovf,1064052
hook,1760542
nuze,1527613
jof,859796
kalv,1348911
amrk,1591588
mci,275694
lci,57725
gwrs,1434728
osbc,357173
gpja,41091
eqbk,1227500
mtt,1454021
eigr,1305253
ngvc,1547459
plpc,80035
rmni,1635282
gsv,1321847
rdvt,1720116
nvec,724910
fc,886206
cybe,768411
ryi,1481582
prqr,1612940
bwg,1504545
ryam,1597672
ctic,891293
aray,1138723
valu,717720
petx,1509190
mcbc,1053584
rbnc,1606440
amnb,741516
gp,1584547
cofs,803164
ueec,1096938
pht,1166258
fnlc,765207
lmnl,1351172
chma,1339469
mnov,1226616
kzr,1645666
lmrk,1615346
gtxmq,1735707
htbi,1538263
evlo,1694665
tgls,1534675
oesx,1409375
glad,1143513
yrcw,716006
onds,1646188
acbm,1622996
rvp,946563
adro,1435049
axgt,1636050
acet,1720580
pbfs,1769663
rbb,1499422
fei,1556336
fulc,1680581
iif,916618
mcs,62234
tk,911971
smts,1705259
nept,1401395
natr,275053
mtrx,866273
emx,1285786
rgs,716643
silc,916793
bxc,1301787
nog,1104485
goro,1160791
insu,1762322
frgi,1534992
fdbc,1098151
wrtc,1702924
spfi,1163668
tela,1561921
vra,1495320
ptac,1784535
vrtv,1599489
pke,76267
spxx,1338561
aku,1776197
scpe,1764301
sona,1325670
fly,1407298
jvczy,1534648
hbcp,1436425
clmt,1340122
ciso,1777319
jrs,1158289
vbf,5094
gix,1770141
xnet,1510593
ezoo,1752372
mncl,1754170
fxe,1328598
xone,1561627
evf,1070732
otic,1493566
lnd,1499849
tara,1359931
fmao,792966
etx,1563696
lrmr,1374690
vstm,1526119
alco,3545
emp,66901
lcut,874396
zest,1437491
hayn,858655
dmtk,1651944
cstr,1676479
pnnt,1383414
ruhn,1753268
aug,1514597
qep,1108827
apt,884269
ghl,1282977
itegy,1579597
jco,1686142
dhy,1061353
insi,30125
ltrpa,1606745
bbcp,1703956
igi,1462586
stxb,1499453
evfm,1618835
nhs,1487610
pcyo,276720
vntr,1705682
mgu,1326390
gfasy,1389207
sldb,1707502
cto,23795
intz,736012
hrzn,1487428
cycn,1755237
cmcl,766011
vrca,1660334
trns,99302
ptsi,798287
civb,944745
nsco,1709682
biox,1769484
suns,1508171
mhd,1034665
idex,837852
alpn,1626199
pkoh,76282
mhh,1437226
tschy,1614483
bctg,1819133
smbk,1038773
adma,1368514
flc,1245648
nl,72162
ocn,873860
enj,71508
nxr,888411
pcsb,1691337
hov,357294
xoma,791908
ht,1063344
btu,1064728
voxx,807707
tci,733590
dzsi,1101680
atlc,1464343
icad,749660
mlp,63330
etm,1067837
gne,1528356
byrn,1354866
clsk,827876
inb,1395057
flmn,1703785
cvgi,1290900
nath,69733
gnss,924383
litb,1523836
dac,1369241
atom,1420520
amci,1744494
pim,830622
klr,1719489
enx,1177162
ogi,1620737
scph,1604950
mxwl,319815
jce,1385763
uuuu,1385849
cntg,1757097
gmda,1600847
slca,1524741
prth,1653558
tyg,1268533
sfst,1090009
arya,1808805
evg,1287498
srt,1031029
nwfl,1013272
flxs,37472
rm,1519401
eht,1665817
loak,1779020
ncmi,1377630
efl,1701167
vist,1762506
rick,935419
lgi,1278211
plym,1515816
aft,1502573
dbo,1383058
flnt,1460329
kmf,1500096
bsl,1486298
aagh,1098009
cnf,1733868
egle,1322439
crnt,1119769
tnav,1474439
smbc,916907
asps,1462418
dgl,1383055
trec,7039
dyai,1213809
viao,1769116
mson,880432
epix,1633932
brt,14846
tbnk,1447051
cpe,928022
fuv,1558583
mdna,1807983
dhf,1057861
smmf,811808
ivh,1568292
bte,1279495
htbx,1476963
brg,1442626
aqb,1603978
sify,1094324
ocsi,1577791
ueps,1041514
bpsr,1557376
hsaq,1814114
logc,1664106
uec,1334933
luna,1239819
casi,895051
gfn,1342287
ttoo,1492674
rrgb,1171759
fins,1745059
fcap,1070296
fpi,1591670
mvbf,1277902
salt,1587264
mec,1766368
bgio,1691433
nro,1261166
liqt,1307579
sar,1377936
bvh,315858
hyb,825345
fen,1284940
vuzi,1463972
rgco,1069533
ajx,1614806
enlv,1596812
tlys,1524025
gaia,1089872
mict,854800
ihit,1682811
pfd,868578
nymx,1018735
gcbc,1070524
clxt,1705843
cato,18255
ptvca,9346
grx,1391437
ftk,928054
gci,1579684
seco,1633441
swkh,1089907
hurc,315374
aout,1808997
jtd,1397173
eod,1386067
mgi,1273931
lyts,763532
rcky,895456
pds,1013605
rekr,1697851
scd,1270131
dbvt,1613780
lqda,1330436
peri,1338940
noa,1368519
saqn,1776909
pypd,1611842
aif,1526697
sien,1551693
acnb,715579
crmd,1410098
qmco,709283
ubx,1463361
csse,1679063
opp,1678130
osg,75208
fsbw,1530249
wndw,1071840
mpa,891038
mbio,1680048
este,10254
mixt,1576914
spok,1289945
lcnb,1074902
tlc,1722890
optn,1494650
fxy,1353613
lfac,1721386
ide,1417802
glg,1556266
atxi,1644963
myf,882153
pfhd,1630856
gnft,1757064
nbr,1163739
mbii,1441693
nen,746514
strs,885508
immr,1058811
cerc,1534120
sic,1723866
apyx,719135
itrg,1722387
dakt,915779
bfra,1712641
veru,863894
lomlf,1509397
glop,1598655
nbse,1173281
nbev,1579823
cdev,1658566
sbev,1553788
bgr,1306550
bkcc,1326003
sqns,1383395
sm,893538
cix,1049606
mcf,1071993
hbmd,1390162
mreo,1719714
at,1419242
kvhi,1007587
mwk,1757715
fprx,1175505
pwfl,1774170
lake,798081
atxg,1650101
acrdf,1762359
kin,1561743
aptx,1674365
fund,825202
wbqnl,1785494
selb,1453687
jfu,1619544
bny,1137390
txcb,1006840
altm,1692787
fdeu,1646109
axla,1633070
jhs,759866
ckpt,1651407
dmf,839122
bgfv,1156388
sifi,1500213
gpx,70415
jg,1737339
nrim,1163370
thtx,1512717
tisi,318833
twn,804123
exfo,1116284
lfvn,849146
essc,1760683
gleo,1784851
ft,833040
inf,1522807
nksh,796534
tmst,1598428
acp,1503290
ois,1121484
pico,830122
crcw,1688126
fenc,1211583
czfs,739421
msd,904112
mist,1408443
fkwl,722572
fsdc,1816736
sj,1753673
mr,1600470
gpp,1635650
hqda,1304730
uti,1261654
gsmg,1738758
genc,64472
pdlb,1703489
tipt,1393726
dbp,1383057
btbt,1710350
twi,899751
anh,1047884
iti,350868
cmrx,1117480
mus,1058234
aveo,1325879
cwco,928340
brid,14177
bgx,1504234
ggt,921671
actg,934549
muh,1038190
mkd,1758736
cem,1488775
eex,1579214
htz,1657853
culp,723603
pfbi,887919
cbh,1701809
fcbp,1716697
splp,1452857
enob,1527728
ctvz,794929
sama,1754824
rtsl,1575659
slgl,1684693
omws,1676852
gdrzf,1072725
skys,1594124
soly,1548187
slno,1484565
weys,106532
frtg,1602813
aytu,1385818
cslt,1433714
wneb,1157647
crhm,1461119
vnrx,93314
livx,1491419
fmn,1199004
bbk,1167467
aqst,1398733
leaf,1365038
cvcy,1127371
nbn,811831
mcmj,1785592
ggm,1551949
chmi,1571776
inbk,1562463
samg,1549966
quad,1481792
rbtk,1594204
bta,1343793
mhf,830487
jdd,1255821
dbb,1383084
bset,10329
pvbc,1778784
fif,1513789
solo,1637736
tgan,1715768
mtnb,1582554
jfin,1743102
ccb,1437958
sbt,1680379
atlo,1132651
jpt,1679033
metc,1687187
algr,1720025
mxf,65433
fve,1159281
glyc,1253689
ayla,1797336
taqr,1656053
eols,1570562
vvpr,1681348
ecf,793040
xspa,1410428
cik,810766
crbp,1595097
tnp,1166663
tsbk,1046050
eq,1746466
cnty,911147
ampe,1411906
galt,1133416
wea,1163792
hzn,1637655
aeye,1362190
niobf,1512228
fstr,352825
linc,1286613
scor,1158172
stnd,1492915
pfo,882071
nyc,1595527
pvac,77159
glq,1316463
mpb,879635
fngr,1602409
nny,818850
ssss,1509470
smsi,948708
orrf,826154
istr,1602658
kf,748691
lxrx,1062822
mgf,811922
teaf,1704299
bsgm,1530766
orrcf,1390352
vmm,895658
fuaiy,1132571
cxe,845606
extn,1635881
rnwey,1361369
iga,1332943
very,1575434
gtyh,1682325
educ,31667
jhy,1639457
xgn,1274737
sesn,1485003
pai,75398
dmo,1478102
pwod,716605
obci,350737
nbac,1780262
arl,1102238
nrp,1171486
xcur,1698530
lctx,876343
gmlp,1415916
cfrx,1478069
evgn,1574565
mrcc,1512931
chmg,763563
eton,1710340
bcbp,1228454
phge,1739174
pstl,1759774
fonr,355019
kavl,1762239
pkbk,1315399
tgrf,1551286
alya,1734520
cmct,908311
acrs,1557746
ung,1376227
fcuv,1590418
inmb,1711754
tomz,314227
ctra,1704715
fvcb,1675644
lgc,1698113
shbi,1035092
nml,1562051
lyra,1327273
agtc,1273636
sbbp,1634432
ltrx,1114925
pcb,1423869
sncr,1131554
hrow,1360214
blu,1259942
rmbi,1767837
pure,1006028
hglb,1622148
aunff,1507713
mvc,1099941
srga,1760173
nerv,1598646
tour,1597095
gsit,1126741
mnp,894351
kirk,1056285
belfa,729580
earn,1560672
jhi,759828
piivx,1557265
gnpx,1595248
pnrg,56868
drtt,1340476
cvly,806279
poww,1015383
tdac,1673481
bcml,1730984
crvs,1626971
cbnk,1419536
novs,1807707
plg,1095052
srev,1310114
cyad,1637890
slct,1263762
wftlf,1603923
bcv,9521
edap,1041934
trx,1173643
dsx,1318885
riv,1501072
dhx,1393883
aubn,750574
ghm,716314
unty,920427
iea,1652362
idn,1040896
essa,1382230
bbf,1137392
cee,860489
zvo,1305323
emo,1517518
pfsw,1095315
tccr,1108645
rzlt,1509261
pcom,1204413
nim,890119
resn,1579910
eml,31107
airg,1272842
rmi,1746967
ivac,1001902
zeus,917470
kulr,1662684
rgt,1514490
cplp,1392326
mdca,876883
batl,1282648
cdtx,1610618
heq,1496749
nc,789933
atnm,1388320
atto,1606457
isba,842517
shsp,1506439
evc,1109116
lngb,1602706
bivi,1580149
agfs,1592016
gsl,1430725
hlan,844959
vtvt,1641489
th,1712189
mmac,1003201
bned,1634117
panl,1606909
oxsq,1259429
evoa,728447
fbiz,1521951
nlst,1282631
rbycf,1057791
alid,1575295
ags,1593548
wmc,1465885
hbio,1123494
jsd,1509253
chnd,1434674
ebmt,1478454
wrn,1364125
riot,1167419
fsfg,1435508
hchc,1006837
tyme,1537917
wbai,1517496
plx,1006281
tcfc,855874
mbcn,836147
uavs,8504
cih,1749797
baf,1181026
mcn,1289868
ccr,1637558
drio,1533998
vgi,1528811
rdcm,1016838
krus,1772177
hwbk,893847
hfus,1482554
gnca,1457612
banx,1578987
frbk,834285
snfca,318673
pme,1517130
ltrn,1763950
dtf,879535
fgbi,1408534
catb,1454789
levl,1412707
fccy,1141807
fncb,1035976
dni,1059213
icbk,1470205
ipi,1421461
sga,886136
asc,1577437
fam,1302624
cizn,1075706
ihd,1496292
ifrx,1708688
basa,1448705
lchd,1715433
ngs,1084991
anpcy,1620678
lov,1705338
acrx,1427925
obsv,1685316
gdl,1378701
ksm,846596
cmu,809844
boch,702513
lptx,1509745
evbn,842518
pcm,908187
sfe,86115
lazy,1721741
chs,897429
mark,1368365
bw,1630805
ofed,1501078
esq,1531031
xfor,1501697
bwfg,1505732
sjt,319655
watt,1575793
adms,1328143
avnw,1377789
asur,884144
mg,1436126
mft,891188
pbt,319654
ictsf,1010134
issc,836690
evok,1403708
mdxl,1601280
nmtr,1551986
beem,1398805
pine,1786117
ston,1753886
poetf,1437424
lumo,1126234
hie,1519505
benh,1568139
mepw,1627452
ela,701719
ntox,844538
esxb,1323648
wpg,1594686
orgs,1460602
agd,1362481
atao,1570937
csbr,771856
prgx,1007330
kopn,771266
akom,1590496
tmrc,1445942
mpv,831655
lsyn,1667489
ceix,1710366
gmgi,1437925
erh,1279014
cglo,842013
tsrmf,1431922
aleaf,1754664
ptgef,1095435
hnw,1388126
srra,1290149
ljpc,920465
clpr,1649096
imnm,1472012
gass,1328919
jta,1265708
leu,1065059
cveo,1590584
sbfg,767405
mram,1438423
wlfc,1018164
lpi,1528129
swz,813623
eoss,1651958
gpic,918580
cwgl,1562151
alsk,1089511
gv,42316
jeq,866095
lsac,1796129
aih,1757143
iin,88790
sieb,65596
nhvcf,1518353
vgz,783324
grnq,1597846
elox,1035354
inve,1036044
cemi,1092662
mnsb,1693577
xtnt,1453593
pdex,788920
teum,1084384
pgsvy,902053
ovly,1431567
cmls,1058623
mesa,810332
nndm,1643303
pirs,1583648
gdp,943861
mdwt,355379
cffi,913341
oiim,1095348
spazf,1337090
apcx,1070050
elvt,1651094
dex,1396167
cbsc,1022183
bfin,1303942
fkys,737875
ktcc,719733
mlss,855683
jemd,1708261
dlhc,785557
ptn,911216
nmi,830271
sb,1434754
ubfo,1137547
cgo,1285650
eff,1573698
gsm,1639877
kblb,1413119
mitt,1514281
nwin,919864
mrbk,1750735
fnrn,1114927
rvsb,1041368
cbfv,1605301
ltdh,93205
mhld,1412100
sfun,1294404
enz,316253
ovbc,894671
mtbc,1582982
ctgo,1502377
edf,1501103
fnwb,1556727
grts,1656634
spe,897802
qlgn,1460702
hqi,1140102
wcagy,1586941
sol,1417892
boxl,1624512
gnt,1438893
jls,1472215
stim,1227636
mfnc,36506
ped,1141197
smed,898770
cvlb,948320
smtx,1108320
tnxp,1430306
iii,1371489
lizi,1783407
vcif,1517767
ondk,1420811
wstg,945983
clow,1619227
ewlu,1517498
aero,1316644
iaf,779336
cbio,1124105
xin,1398453
myfw,1327607
rmti,1041024
gcv,845611
fcco,932781
capr,1133869
rrd,29669
mdwd,1593984
bsbk,1787414
cban,711669
spi,1210618
plbc,1168455
nwhm,1574596
nxc,885732
krkr,1779476
unb,706863
feng,1509646
enbp,1437479
rvra,1737204
sens,1616543
pcyg,50471
rdi,716634
sdsya,1163609
atbpf,1583682
livk,1790625
ai,1209028
ycbd,1644903
thry,1556739
lovv,1605780
pcti,1057083
umrx,1622229
dla,1101396
vel,1692376
phas,1169245
whg,1165002
eryp,1624422
gnln,1743745
lkco,1487839
zyne,1621443
lark,1141688
ocx,1642380
bsd,1089094
laix,1742056
wint,946486
sppp,1539190
qnbc,750558
xxii,1347858
blph,1600132
fraf,723646
frevs,36840
rebl,1532158
emkr,808326
pavm,1624326
rnet,1162112
lqmt,1141240
xair,1641631
ulbi,875657
ntg,1490286
usdp,1610682
fpl,1589420
cev,1074692
aau,1015647
ftft,1066923
nrbo,1638287
calb,1752036
opbk,1722010
mchx,1224133
juvf,714712
bgsf,1474903
nvos,1138978
ktyb,1000232
cxdo,1075736
vero,1409269
opes,1723580
iec,49728
avco,1630212
ggz,1585855
cptp,202947
aphe,855787
uone,1041657
mhgu,808219
emyb,1449794
prov,1010470
caas,1157762
aprn,1701114
pgp,1318025
pebk,1093672
feim,39020
mrge,1623360
abeo,318306
ffnw,1401564
tedu,1592560
amst,1807166
bblg,1419554
bsvn,1746129
lpcn,1535955
tli,1068963
rmrm,1452477
mlvf,1550603
utgn,832480
chra,1730346
iae,1385632
tsq,1499832
exn,1263011
rrts,1440024
clpt,1285550
sal,1060219
inteq,1525773
wter,1532390
ptrs,832090
mags,896494
otlk,1649989
pbpb,1195734
wkey,1738699
egif,1575771
bksc,1007273
bngo,1411690
zagg,1296205
axim,1514946
ssvff,1397616
aim,946644
renn,1509223
tslf,1583001
jt,1713923
mntx,1302028
exd,1480999
ccm,1472072
orn,1402829
zgyh,1773086
mrln,1260968
bayk,1034594
lub,16099
uan,1425292
flux,1083743
cgaay,1526594
sach,1682220
agtx,1603345
pbip,1578776
weyl,1335112
eaco,784539
nobh,72205
apm,1734005
gen,1351051
nuvr,71557
asm,316888
glu,1282957
igap,1506983
usak,883945
gpor,874499
geos,1001115
cxh,847411
efsi,880641
oncs,1444307
reemf,1419806
dlng,1578453
ambo,1494558
bse,1181024
pmbc,1109546
ecor,1560258
xyf,1725033
cdjm,1024095
pxlw,1040161
bhr,1574085
ades,1515156
ryb,1708441
lxeh,1814067
refr,793524
erdcf,1398972
sgoc,1412095
ae,2178
func,763907
ccrc,1620664
xflt,1703079
bmra,73290
nmrd,1602078
nha,1655544
fnhc,1069996
mcac,1803914
immp,1506184
jcpnq,1166126
airrf,1476573
ubia,1500242
inod,903651
neon,87050
gte,1273441
csbb,880417
hsti,1365388
avbh,1443575
cxdc,1353970
opof,740971
pesi,891532
avct,1704760
strt,933034
svbi,868271
arav,1513818
pflc,1093728
afi,1655075
eyen,1682639
sinc,1532595
bkgm,1527383
farm,34563
jax,1617227
vlt,846671
sanw,1477246
nbrv,1641640
iwbb,1648365
acu,2098
ctr,1547341
eman,1046995
hil,1287808
corr,1347652
abvc,1173313
psix,1137091
cmtv,718413
prph,868278
lmst,1358356
rmbl,1596961
artx,916529
ipix,1355250
tren,1740797
fetm,919865
cfbk,1070680
mnk,1567892
lsbk,1341318
lmb,1606163
edtxu,1817153
glv,1288795
grin,1725293
brbs,842717
dmac,1401040
czwi,1367859
tngl,1337085
chuc,1134765
nr,71829
kegx,318996
bfo,1181249
ds,1175483
idra,861838
urg,1375205
imbi,870826
elmd,1488917
twin,100378
ettx,1724344
hsbi,943033
edsa,1540159
eskyf,1010559
cpss,889609
tusk,1679268
gfy,1299393
asys,720500
nref,1786248
mfac,1725872
epm,1006655
ntic,875582
sfbc,1541119
sund,1171838
glmd,1595353
oncy,1129928
lixt,1335105
borr,1715497
cdr,761648
hcch,1736874
gevo,1392380
isdr,843006
tllyf,1689382
ktov,1614744
ctg,23111
jhaa,1753217
cmt,1026655
pgz,1557523
lway,814586
hwin,1632081
fcrd,1464963
lkcru,1156174
ubcp,731653
asrt,1808665
asln,1722926
nmm,1415921
clsd,1539029
sfdl,818677
gwhp,1598308
scty,1265107
trrb,1498232
szc,1506488
ffbw,1787384
amtx,738214
inse,1615063
tzoo,1133311
epsn,1726126
nbw,1178840
grnv,1788841
ubab,704561
rbkb,1751783
grrb,1126961
clir,1434524
navb,810509
mrkr,1094038
intg,69422
ards,1614067
tanh,1588084
aerg,879911
most,1113513
trvi,1563880
bkrrf,1699906
nna,1437260
edi,1551040
sybx,1527599
xan,1332551
mn,1524223
hcft,1547546
inlb,1500123
eea,791718
cidm,1173204
pltyf,1433309
ug,101295
bfy,1176197
gfnl,1183082
rndb,1667161
knwn,1074828
abti,1442999
wwr,839470
evy,1074685
fgnv,1687919
cwbc,1051343
stsa,1692830
fpocf,1177439
kfs,1072627
tti,844965
nhtc,912061
ayro,1086745
uboh,1087456
vabk,1572334
curr,1643301
nnax,1132509
crecf,1478035
mza,911308
prcp,887226
pfmt,1550695
jmm,838131
tcon,1394319
infi,1113148
hofv,1708176
cdbmf,1545634
jfk,1753648
vnce,1579157
vcf,907573
admp,887247
lor,1323206
cris,1108205
mito,1696396
cyrn,1084577
dtss,1631282
tuesq,878726
stks,1399520
smm,1534293
fxnc,719402
mfd,1276469
pred,1382943
sbbi,1489264
ntip,1065078
mmmb,1520358
omex,798528
ccgn,1439299
lacq,1716947
alna,1624658
gec,1082506
rive,1590799
kshb,1604627
emcf,858800
vivc,1703073
novn,1467154
tc,1743340
fat,1705012
zsan,1587221
mfin,1000209
kins,33992
hmnf,921183
gsum,1647338
hyre,1713832
rkfl,823546
bioc,1044378
shmp,1465470
eypt,1314102
cldb,774569
snwv,1417663
qumu,892482
coda,1334325
cocp,1412486
egf,1336050
mpvdf,1004530
vam,1703117
ddf,896923
neph,1196298
sd,1349436
mara,1507605
cpst,1009759
aumn,1011509
ofs,1487918
anix,715446
dbe,1383062
arpo,1422142
fet,1401257
dxr,27367
ormp,1176309
feo,1363438
znog,1131312
rgrx,707511
agba,1769624
gars,1509892
rsss,1386301
aqms,1621832
bway,1505065
bmbn,804563
mne,1232863
hnna,1145255
lpth,889971
pixy,1675634
abml,1576873
hysr,1481028
fmbm,740806
fll,891482
gfed,1046203
hbp,1093082
fco,876717
ptmn,1372807
armp,921114
invu,862651
srl,16859
bkep,1392091
sync,1408278
brli,1787518
ftmr,1382231
egy,894627
amrb,1108236
cxxif,831609
zivo,1101026
ctgl,1498067
glbd,1524829
nbo,1178841
tpz,1408201
svra,1160308
rwbyf,1744345
tmdi,840551
sotk,806172
orsn,1770251
ccel,862692
fmy,1319183
reed,1140215
pti,1445283
snd,1529628
kern,1755953
aktx,1541157
dgly,1342958
fbss,1083643
turn,893739
crws,25895
cyap,1230524
cfms,1305773
cwbr,1522602
awre,1015739
ctam,18172
celc,1603454
soli,1750384
rpmt,1437283
yuanf,1417370
wei,1734902
atif,1755058
oas,1486159
cphc,1672909
jp,1616291
mlllf,1714562
petz,1684425
eltp,1053369
hty,1396502
crwe,1103833
xela,1620179
sobr,1425627
basi,720154
erlff,1271554
hgbl,849145
vfl,895574
obas,1077618
rell,355948
ger,1612875
lwlg,1325964
vblt,1603207
emgc,1494448
eanrf,1020791
nick,1000045
dffn,1053691
gure,885462
gfgy,1181749
wcrs,1363958
alot,8146
rlh,1052595
gmbl,1451448
ctxr,1506251
nulgf,1502758
mbot,883975
stal,1614556
loncf,1472619
cfbi,1691507
zom,1684144
sngx,812796
fmo,1305197
vplm,1410738
gifi,1031623
sfef,86759
hpr,1725526
irr,1372117
pkkw,1657642
rgnp,1642159
mack,1274792
clgn,1631487
cdelf,1611831
vtgn,1411685
gene,1166272
mnpr,1645469
avhoq,1575969
cydvf,1394039
dwnx,927719
hall,819913
inpx,1529113
hnckf,1336364
tess,927355
bwen,1120370
nxn,885731
ncb,1454979
meds,1382574
rskia,84112
verb,1566610
ontx,1130598
crawa,47307
icgl,1598924
lee,58361
dvd,1017673
glsi,1799788
mcc,1490349
jrsh,1696558
pfbx,770460
kffb,1297341
mhpc,1277998
kblmu,1690080
atcx,1751143
idty,1534154
bxrx,1780097
rnwk,1046327
nmgrf,1649752
numd,1543637
smhi,1690334
mmlp,1176334
seed,1321851
pdsb,1472091
naii,787253
mbrx,1659617
cpix,1087294
reph,1588972
gvxxf,1490596
seel,1017491
cvsi,1510964
iroq,1514743
scyx,1178253
kanp,1230058
gstx,1497649
alrn,1420565
knit,1696195
alac,1748621
sint,1269026
expr,1483510
jmp,1302350
unib,811211
cnig,1582244
bwl-a,13573
uexcf,1289028
mgyr,1337068
sbow,351817
pbhc,1609065
frsx,1691221
rei,1384195
onvo,1497253
fsea,1769267
usap,931584
icmb,1578348
nvcn,1399708
sgb,315849
ughl,1621199
shwz,1622879
moho,1763197
zmtp,1467761
ppih,914122
bfgx,1741257
intt,1036262
pnpl,1654672
seovf,1491434
lxu,60714
mfon,1447380
byfc,1001171
ap,6176
hdsn,925528
asrv,707605
wfcf,1360565
decn,1144225
mdjh,1741534
bcow,1751692
hlbyl,1286964
mndo,1119083
cbmb,1742089
cbkm,1006830
lbti,1384135
dcth,872912
axr,6207
auvi,1811109
nnvc,1379006
sskn,1051514
emma,822370
jgldf,1686000
loan,1080340
sonm,1178697
jaggf,1333849
shrg,1644488
sume,1396633
ior,949961
tops,1296484
pcf,810943
pgtk,1553404
xtgrf,1288770
ytra,1516899
kmph,1434647
izea,1495231
wlms,1136294
brqs,1650575
vbfc,1290476
auto,1023364
klfe,1615999
strm,1008586
lgl,61004
cif,833021
nwpp,1163389
ocgn,1372299
flwpf,1752524
mtlqu,40730
igc,1326205
pei,77281
hwcc,1356949
venv,1692981
vjet,1582581
mays,54187
ncra,1756180
znrg,1568875
happ,1751876
bqh,1167470
plyn,1612851
wwin,1657045
bbw,1113809
rfil,740664
bwmy,1656501
pmhg,1586454
chnr,793628
kzia,1075880
goed,1810140
cosm,1474167
pola,1622345
tptw,1661039
esp,33533
fwp,1604924
opgn,1293818
mmnff,1776932
sunw,1172631
trib,888721
mgen,1590750
kdozf,1318482
dswl,946936
btim,1622231
bebe,1059272
clps,1724542
botj,1275101
clhrf,813639
arc,1305168
synl,95953
pte,1076682
dwsn,799165
gxsff,1299865
elre,1438461
arec,1590715
tphs,724742
prpo,1043961
mie,1564216
clro,840715
irl,858707
zcmd,1785566
mrmd,1522767
lghl,1806524
mogo,1602842
aame,8177
